counter,parent,child
9,b9235a43d5e33667755c1b18579947d4,f6aa2fd3a9236b5776d92c0812279077
9,b9235a43d5e33667755c1b18579947d4,3974cfdd6b5f4f62e48a1531b2f7b2d5
9,f6aa2fd3a9236b5776d92c0812279077,c46dee1177224807b23d51e5dff9909b
9,f6aa2fd3a9236b5776d92c0812279077,93fa77e338479cf34e6f22f0071123b6
9,f6aa2fd3a9236b5776d92c0812279077,fcdeb345d683cfff2a87edd8998c3e49
9,f6aa2fd3a9236b5776d92c0812279077,b9235a43d5e33667755c1b18579947d4
9,f6aa2fd3a9236b5776d92c0812279077,3974cfdd6b5f4f62e48a1531b2f7b2d5
9,7fa1ea7956d1a9951608bbf8ed50084f,869bf52dd79f4d10d0019bea95449072
9,7fa1ea7956d1a9951608bbf8ed50084f,b5da67558a37d06a4ccdf20e28d5e3a3
9,7fa1ea7956d1a9951608bbf8ed50084f,9c1a42e0af4953c6dce2ce4256ad2e60
9,7fa1ea7956d1a9951608bbf8ed50084f,2d33f66dc5a7e992181179755d358086
9,7fa1ea7956d1a9951608bbf8ed50084f,e128f98163eec0e1d514ce51af2d9c7f
9,7fa1ea7956d1a9951608bbf8ed50084f,2766af97780e2b52a83faaa15f001b4c
9,7fa1ea7956d1a9951608bbf8ed50084f,7c3d9785526469b3df9706702490c769
9,869bf52dd79f4d10d0019bea95449072,7fa1ea7956d1a9951608bbf8ed50084f
9,869bf52dd79f4d10d0019bea95449072,b5da67558a37d06a4ccdf20e28d5e3a3
9,869bf52dd79f4d10d0019bea95449072,9c1a42e0af4953c6dce2ce4256ad2e60
9,869bf52dd79f4d10d0019bea95449072,2d33f66dc5a7e992181179755d358086
9,869bf52dd79f4d10d0019bea95449072,e128f98163eec0e1d514ce51af2d9c7f
9,869bf52dd79f4d10d0019bea95449072,2766af97780e2b52a83faaa15f001b4c
9,b5da67558a37d06a4ccdf20e28d5e3a3,7fa1ea7956d1a9951608bbf8ed50084f
9,b5da67558a37d06a4ccdf20e28d5e3a3,869bf52dd79f4d10d0019bea95449072
9,b5da67558a37d06a4ccdf20e28d5e3a3,9c1a42e0af4953c6dce2ce4256ad2e60
9,b5da67558a37d06a4ccdf20e28d5e3a3,2d33f66dc5a7e992181179755d358086
9,b5da67558a37d06a4ccdf20e28d5e3a3,e128f98163eec0e1d514ce51af2d9c7f
9,b5da67558a37d06a4ccdf20e28d5e3a3,2766af97780e2b52a83faaa15f001b4c
9,9c1a42e0af4953c6dce2ce4256ad2e60,7fa1ea7956d1a9951608bbf8ed50084f
9,9c1a42e0af4953c6dce2ce4256ad2e60,869bf52dd79f4d10d0019bea95449072
9,9c1a42e0af4953c6dce2ce4256ad2e60,b5da67558a37d06a4ccdf20e28d5e3a3
9,9c1a42e0af4953c6dce2ce4256ad2e60,2d33f66dc5a7e992181179755d358086
9,9c1a42e0af4953c6dce2ce4256ad2e60,e128f98163eec0e1d514ce51af2d9c7f
9,9c1a42e0af4953c6dce2ce4256ad2e60,2766af97780e2b52a83faaa15f001b4c
9,3ec8dcaf2d70febfd3a7de7734d6dadb,963357cdbd4adc8238291fbbce6d9a4a
9,3ec8dcaf2d70febfd3a7de7734d6dadb,176ae47ee247740d9223e8b17a4e025e
9,3ec8dcaf2d70febfd3a7de7734d6dadb,980a1592e2225147870151c966832879
9,3ec8dcaf2d70febfd3a7de7734d6dadb,2eb766c29e680f1cd01e439f02f0e4e4
9,963357cdbd4adc8238291fbbce6d9a4a,3ec8dcaf2d70febfd3a7de7734d6dadb
9,963357cdbd4adc8238291fbbce6d9a4a,176ae47ee247740d9223e8b17a4e025e
9,963357cdbd4adc8238291fbbce6d9a4a,980a1592e2225147870151c966832879
9,963357cdbd4adc8238291fbbce6d9a4a,2eb766c29e680f1cd01e439f02f0e4e4
9,9cd92e357af189962ff5e9b8b9d62611,e73b9fd95ac94b84d9a6d6bb9c3ae9cb
9,9cd92e357af189962ff5e9b8b9d62611,f76f84a6fdbc48b0f31d084b3df7b8af
9,9cd92e357af189962ff5e9b8b9d62611,367f985d9e5c83b8858d77f70f2a17cd
9,9cd92e357af189962ff5e9b8b9d62611,0e365bef515dd1e1e43eab7ab6bb446b
9,2766af97780e2b52a83faaa15f001b4c,7fa1ea7956d1a9951608bbf8ed50084f
9,2766af97780e2b52a83faaa15f001b4c,869bf52dd79f4d10d0019bea95449072
9,2766af97780e2b52a83faaa15f001b4c,b5da67558a37d06a4ccdf20e28d5e3a3
9,2766af97780e2b52a83faaa15f001b4c,9c1a42e0af4953c6dce2ce4256ad2e60
9,2766af97780e2b52a83faaa15f001b4c,2d33f66dc5a7e992181179755d358086
9,2766af97780e2b52a83faaa15f001b4c,e128f98163eec0e1d514ce51af2d9c7f
9,2eb766c29e680f1cd01e439f02f0e4e4,963357cdbd4adc8238291fbbce6d9a4a
9,2eb766c29e680f1cd01e439f02f0e4e4,3ec8dcaf2d70febfd3a7de7734d6dadb
9,2eb766c29e680f1cd01e439f02f0e4e4,176ae47ee247740d9223e8b17a4e025e
9,2eb766c29e680f1cd01e439f02f0e4e4,980a1592e2225147870151c966832879
9,816378a660163670c2dda71088202e78,099c4cc0e821e9add50b917e9046430a
9,816378a660163670c2dda71088202e78,1d5add8972eee28ae8a55041a75c398a
9,883159386813512267be4c99a4e9da7b,22b97bc136f013c40528b190ce312d61
9,883159386813512267be4c99a4e9da7b,e10eaafb6a58390b510a20310a9c0472
9,883159386813512267be4c99a4e9da7b,b6d28a5e9b6c5aa7b0e1165b965d2284
9,883159386813512267be4c99a4e9da7b,2e398885ce506c516df8847c6b3edfe4
9,4fe49dfcdd6d636e28009b946cd22363,064ceb1e53169236c06e4b3cdf1e09f7
9,4fe49dfcdd6d636e28009b946cd22363,8e916ba6957019aac7b7555ba671e525
9,8e916ba6957019aac7b7555ba671e525,064ceb1e53169236c06e4b3cdf1e09f7
9,8e916ba6957019aac7b7555ba671e525,4fe49dfcdd6d636e28009b946cd22363
9,064ceb1e53169236c06e4b3cdf1e09f7,4fe49dfcdd6d636e28009b946cd22363
9,064ceb1e53169236c06e4b3cdf1e09f7,8e916ba6957019aac7b7555ba671e525
9,22b97bc136f013c40528b190ce312d61,883159386813512267be4c99a4e9da7b
9,22b97bc136f013c40528b190ce312d61,e10eaafb6a58390b510a20310a9c0472
9,22b97bc136f013c40528b190ce312d61,b6d28a5e9b6c5aa7b0e1165b965d2284
9,22b97bc136f013c40528b190ce312d61,2e398885ce506c516df8847c6b3edfe4
9,e10eaafb6a58390b510a20310a9c0472,883159386813512267be4c99a4e9da7b
9,e10eaafb6a58390b510a20310a9c0472,22b97bc136f013c40528b190ce312d61
9,e10eaafb6a58390b510a20310a9c0472,b6d28a5e9b6c5aa7b0e1165b965d2284
9,e10eaafb6a58390b510a20310a9c0472,2e398885ce506c516df8847c6b3edfe4
9,b6d28a5e9b6c5aa7b0e1165b965d2284,883159386813512267be4c99a4e9da7b
9,b6d28a5e9b6c5aa7b0e1165b965d2284,22b97bc136f013c40528b190ce312d61
9,b6d28a5e9b6c5aa7b0e1165b965d2284,e10eaafb6a58390b510a20310a9c0472
9,b6d28a5e9b6c5aa7b0e1165b965d2284,2e398885ce506c516df8847c6b3edfe4
9,2e398885ce506c516df8847c6b3edfe4,883159386813512267be4c99a4e9da7b
9,2e398885ce506c516df8847c6b3edfe4,22b97bc136f013c40528b190ce312d61
9,2e398885ce506c516df8847c6b3edfe4,e10eaafb6a58390b510a20310a9c0472
9,2e398885ce506c516df8847c6b3edfe4,b6d28a5e9b6c5aa7b0e1165b965d2284
9,3d981afde58becb92083e801a77b5225,3c5f46502dc23eb9a71a97c8738799c3
9,3d981afde58becb92083e801a77b5225,f138b46b7ab552aeec135b72a7b13718
9,299a357458580d7c3ffab30e5cee79e6,cd50e88c8e109d5a601bef31b16f8787
9,299a357458580d7c3ffab30e5cee79e6,b302c51e3bd55990f442f145557884d8
9,cd50e88c8e109d5a601bef31b16f8787,299a357458580d7c3ffab30e5cee79e6
9,cd50e88c8e109d5a601bef31b16f8787,cd50e88c8e109d5a601bef31b16f8787
9,b302c51e3bd55990f442f145557884d8,299a357458580d7c3ffab30e5cee79e6
9,b302c51e3bd55990f442f145557884d8,cd50e88c8e109d5a601bef31b16f8787
9,3c5f46502dc23eb9a71a97c8738799c3,3d981afde58becb92083e801a77b5225
9,3c5f46502dc23eb9a71a97c8738799c3,f138b46b7ab552aeec135b72a7b13718
9,f138b46b7ab552aeec135b72a7b13718,3d981afde58becb92083e801a77b5225
9,f138b46b7ab552aeec135b72a7b13718,3c5f46502dc23eb9a71a97c8738799c3
9,b8135e0ff2592922ec3789cf657416d1,c0e22efacae086b6bf456123e318ff3c
9,b8135e0ff2592922ec3789cf657416d1,6263efb85d409885395c039cfd77d2b1
9,b8135e0ff2592922ec3789cf657416d1,8ba381d75f08346a5a11738c7aa679fd
9,b8135e0ff2592922ec3789cf657416d1,86274064e3af9d47170bc0582aaa06a9
9,b8135e0ff2592922ec3789cf657416d1,a32591a81b47a1753a9806f4c09108d6
9,c0e22efacae086b6bf456123e318ff3c,b8135e0ff2592922ec3789cf657416d1
9,c0e22efacae086b6bf456123e318ff3c,6263efb85d409885395c039cfd77d2b1
9,c0e22efacae086b6bf456123e318ff3c,8ba381d75f08346a5a11738c7aa679fd
9,c0e22efacae086b6bf456123e318ff3c,86274064e3af9d47170bc0582aaa06a9
9,c0e22efacae086b6bf456123e318ff3c,a32591a81b47a1753a9806f4c09108d6
9,6263efb85d409885395c039cfd77d2b1,b8135e0ff2592922ec3789cf657416d1
9,6263efb85d409885395c039cfd77d2b1,c0e22efacae086b6bf456123e318ff3c
9,6263efb85d409885395c039cfd77d2b1,8ba381d75f08346a5a11738c7aa679fd
9,6263efb85d409885395c039cfd77d2b1,86274064e3af9d47170bc0582aaa06a9
9,6263efb85d409885395c039cfd77d2b1,a32591a81b47a1753a9806f4c09108d6
9,8ba381d75f08346a5a11738c7aa679fd,b8135e0ff2592922ec3789cf657416d1
9,8ba381d75f08346a5a11738c7aa679fd,c0e22efacae086b6bf456123e318ff3c
9,8ba381d75f08346a5a11738c7aa679fd,6263efb85d409885395c039cfd77d2b1
9,8ba381d75f08346a5a11738c7aa679fd,86274064e3af9d47170bc0582aaa06a9
9,8ba381d75f08346a5a11738c7aa679fd,a32591a81b47a1753a9806f4c09108d6
9,86274064e3af9d47170bc0582aaa06a9,b8135e0ff2592922ec3789cf657416d1
9,86274064e3af9d47170bc0582aaa06a9,c0e22efacae086b6bf456123e318ff3c
9,86274064e3af9d47170bc0582aaa06a9,6263efb85d409885395c039cfd77d2b1
9,86274064e3af9d47170bc0582aaa06a9,8ba381d75f08346a5a11738c7aa679fd
9,86274064e3af9d47170bc0582aaa06a9,a32591a81b47a1753a9806f4c09108d6
9,a32591a81b47a1753a9806f4c09108d6,b8135e0ff2592922ec3789cf657416d1
9,a32591a81b47a1753a9806f4c09108d6,c0e22efacae086b6bf456123e318ff3c
9,a32591a81b47a1753a9806f4c09108d6,6263efb85d409885395c039cfd77d2b1
9,a32591a81b47a1753a9806f4c09108d6,8ba381d75f08346a5a11738c7aa679fd
9,a32591a81b47a1753a9806f4c09108d6,86274064e3af9d47170bc0582aaa06a9
9,ee044cb9ebda48077a573667e521a141,a266cdc62b306a0ce020a505f0ab7e7b
9,ee044cb9ebda48077a573667e521a141,7a7590a8a1c2931d897c584311d1d6f4
9,a266cdc62b306a0ce020a505f0ab7e7b,ee044cb9ebda48077a573667e521a141
9,a266cdc62b306a0ce020a505f0ab7e7b,7a7590a8a1c2931d897c584311d1d6f4
9,7a7590a8a1c2931d897c584311d1d6f4,ee044cb9ebda48077a573667e521a141
9,7a7590a8a1c2931d897c584311d1d6f4,a266cdc62b306a0ce020a505f0ab7e7b
9,79b55365778380b6af23e34cc0d564dd,00bad69b0a1ee4df7a940de05dfaa9ec
9,79b55365778380b6af23e34cc0d564dd,f8b96502013bb7b239a1890627b094ab
9,79b55365778380b6af23e34cc0d564dd,4f9f556956d9b3ca770611a4c3b736f9
9,af93b224051fff461f0a71724c47a5a6,86940ad74916e0aecc901a4be1c83cbd
9,af93b224051fff461f0a71724c47a5a6,f3273507959a123572cf372da83fdeb6
9,af93b224051fff461f0a71724c47a5a6,305ceacfee27b3bd02ff4e81045a5606
9,af93b224051fff461f0a71724c47a5a6,9217d6a290c01a29995009a1a73b501a
9,af93b224051fff461f0a71724c47a5a6,4935772a93863e419fff445fd41c0abe
9,cf0a56a8124b11a52dae122ae1c605cd,9ab8ed6e79680767b21e2beb1630c208
9,cf0a56a8124b11a52dae122ae1c605cd,924e53a357ab16aa4ffe35749f6e8f8e
9,cf0a56a8124b11a52dae122ae1c605cd,b4143db7b157df838b4c8718edcaef6e
9,f76f84a6fdbc48b0f31d084b3df7b8af,e73b9fd95ac94b84d9a6d6bb9c3ae9cb
9,f76f84a6fdbc48b0f31d084b3df7b8af,9cd92e357af189962ff5e9b8b9d62611
9,f76f84a6fdbc48b0f31d084b3df7b8af,367f985d9e5c83b8858d77f70f2a17cd
9,f76f84a6fdbc48b0f31d084b3df7b8af,0e365bef515dd1e1e43eab7ab6bb446b
9,2d33f66dc5a7e992181179755d358086,7fa1ea7956d1a9951608bbf8ed50084f
9,2d33f66dc5a7e992181179755d358086,869bf52dd79f4d10d0019bea95449072
9,2d33f66dc5a7e992181179755d358086,b5da67558a37d06a4ccdf20e28d5e3a3
9,2d33f66dc5a7e992181179755d358086,9c1a42e0af4953c6dce2ce4256ad2e60
9,2d33f66dc5a7e992181179755d358086,e128f98163eec0e1d514ce51af2d9c7f
9,2d33f66dc5a7e992181179755d358086,2766af97780e2b52a83faaa15f001b4c
9,86940ad74916e0aecc901a4be1c83cbd,f3273507959a123572cf372da83fdeb6
9,86940ad74916e0aecc901a4be1c83cbd,305ceacfee27b3bd02ff4e81045a5606
9,86940ad74916e0aecc901a4be1c83cbd,9217d6a290c01a29995009a1a73b501a
9,86940ad74916e0aecc901a4be1c83cbd,4935772a93863e419fff445fd41c0abe
9,86940ad74916e0aecc901a4be1c83cbd,af93b224051fff461f0a71724c47a5a6
9,1ebe8462580382f973ee48909038c796,01
9,1ebe8462580382f973ee48909038c796,26
9,3974cfdd6b5f4f62e48a1531b2f7b2d5,c46dee1177224807b23d51e5dff9909b
9,3974cfdd6b5f4f62e48a1531b2f7b2d5,b9235a43d5e33667755c1b18579947d4
9,3974cfdd6b5f4f62e48a1531b2f7b2d5,f6aa2fd3a9236b5776d92c0812279077
9,3974cfdd6b5f4f62e48a1531b2f7b2d5,93fa77e338479cf34e6f22f0071123b6
9,3974cfdd6b5f4f62e48a1531b2f7b2d5,fcdeb345d683cfff2a87edd8998c3e49
9,fcdeb345d683cfff2a87edd8998c3e49,c46dee1177224807b23d51e5dff9909b
9,fcdeb345d683cfff2a87edd8998c3e49,b9235a43d5e33667755c1b18579947d4
9,fcdeb345d683cfff2a87edd8998c3e49,f6aa2fd3a9236b5776d92c0812279077
9,fcdeb345d683cfff2a87edd8998c3e49,93fa77e338479cf34e6f22f0071123b6
9,fcdeb345d683cfff2a87edd8998c3e49,3974cfdd6b5f4f62e48a1531b2f7b2d5
9,980a1592e2225147870151c966832879, 2eb766c29e680f1cd01e439f02f0e4e4
9,980a1592e2225147870151c966832879,963357cdbd4adc8238291fbbce6d9a4a
9,980a1592e2225147870151c966832879,3ec8dcaf2d70febfd3a7de7734d6dadb
9,980a1592e2225147870151c966832879,176ae47ee247740d9223e8b17a4e025e
9,b4143db7b157df838b4c8718edcaef6e,9ab8ed6e79680767b21e2beb1630c208
9,b4143db7b157df838b4c8718edcaef6e,924e53a357ab16aa4ffe35749f6e8f8e
9,b4143db7b157df838b4c8718edcaef6e,cf0a56a8124b11a52dae122ae1c605cd
9,176ae47ee247740d9223e8b17a4e025e,2eb766c29e680f1cd01e439f02f0e4e4
9,176ae47ee247740d9223e8b17a4e025e,963357cdbd4adc8238291fbbce6d9a4a
9,176ae47ee247740d9223e8b17a4e025e,3ec8dcaf2d70febfd3a7de7734d6dadb
